order_id,order_date,customer_id,customer_name,customer_segment,region,product_id,product_name,category,subcategory,unit_price,quantity,discount_pct,discount_amount,sales_amount,cost_amount,profit_amount,payment_method,shipping_method,shipping_cost,order_priority,year,quarter,month,month_num,day_of_week
ORD-20243661,2024-01-05,CUST-5613,Customer 7641,Home Office,North,PROD_ELE_008,Electronics Product 8,Electronics,Electronics - Type H,132.59,2,0.15,39.78,225.4,159.1,66.3,Credit Card,Express,14.76,High,2024,Q1,January,1,Friday
ORD-20240243,2024-01-05,CUST-5560,Customer 2025,Home Office,North,PROD_BOO_006,Books Product 6,Books,Books - Type F,26.3,2,0.05,2.63,49.97,31.56,18.41,PayPal,Express,13.15,Medium,2024,Q1,January,1,Friday
ORD-20241500,2024-01-05,CUST-8687,Customer 6916,Corporate,Central,PROD_ELE_007,Electronics Product 7,Electronics,Electronics - Type G,897.57,4,0.0,0.0,3590.28,2154.16,1436.12,Credit Card,Express,8.97,Low,2024,Q1,January,1,Friday
ORD-20243663,2024-01-05,CUST-4156,Customer 1197,Corporate,South,PROD_HOM_007,Home & Garden Product 7,Home & Garden,Home & Garden - Type G,73.59,2,0.05,7.36,139.82,88.3,51.52,Debit Card,Express,16.76,Low,2024,Q1,January,1,Friday
ORD-20240378,2024-01-06,CUST-1654,Customer 3518,Corporate,Central,PROD_HOM_002,Home & Garden Product 2,Home & Garden,Home & Garden - Type B,358.13,4,0.05,71.63,1360.89,859.52,501.37,Credit Card,Next Day,20.39,Low,2024,Q1,January,1,Saturday
ORD-20242285,2024-01-06,CUST-9581,Customer 8313,Corporate,Central,PROD_ELE_001,Electronics Product 1,Electronics,Electronics - Type A,657.46,1,0.15,98.62,558.84,394.48,164.36,Gift Card,Next Day,26.4,Medium,2024,Q1,January,1,Saturday
ORD-20240419,2024-01-06,CUST-8727,Customer 8133,Consumer,North,PROD_TOY_002,Toys Product 2,Toys,Toys - Type B,43.28,1,0.05,2.16,41.12,25.97,15.15,Debit Card,Standard,14.27,Low,2024,Q1,January,1,Saturday
ORD-20241153,2024-01-06,CUST-2636,Customer 8713,Home Office,West,PROD_SPO_001,Sports Product 1,Sports,Sports - Type A,246.96,2,0.1,49.39,444.53,296.36,148.17,PayPal,Express,21.71,Medium,2024,Q1,January,1,Saturday
ORD-20243365,2024-01-06,CUST-1500,Customer 2770,Corporate,East,PROD_TOY_008,Toys Product 8,Toys,Toys - Type H,113.43,1,0.05,5.67,107.76,68.06,39.7,Credit Card,Standard,6.29,Low,2024,Q1,January,1,Saturday
ORD-20241657,2024-01-06,CUST-2354,Customer 4447,Home Office,Central,PROD_SPO_007,Sports Product 7,Sports,Sports - Type G,253.09,4,0.15,151.85,860.51,607.4,253.11,Gift Card,Standard,20.22,High,2024,Q1,January,1,Saturday
ORD-20243224,2024-01-06,CUST-7526,Customer 6158,Consumer,Central,PROD_SPO_006,Sports Product 6,Sports,Sports - Type F,176.81,3,0.2,106.09,424.34,318.27,106.07,Debit Card,Express,26.94,High,2024,Q1,January,1,Saturday
ORD-20243059,2024-01-06,CUST-4055,Customer 3328,Home Office,East,PROD_TOY_004,Toys Product 4,Toys,Toys - Type D,141.45,5,0.15,106.09,601.16,424.35,176.81,PayPal,Next Day,14.35,Medium,2024,Q1,January,1,Saturday
ORD-20241805,2024-01-07,CUST-3756,Customer 2621,Home Office,Central,PROD_CLO_002,Clothing Product 2,Clothing,Clothing - Type B,110.96,2,0.15,33.29,188.63,133.16,55.47,PayPal,Standard,13.81,Low,2024,Q1,January,1,Sunday
ORD-20244947,2024-01-07,CUST-2642,Customer 1101,Consumer,South,PROD_SPO_002,Sports Product 2,Sports,Sports - Type B,225.68,1,0.0,0.0,225.68,135.41,90.27,PayPal,Next Day,7.92,Low,2024,Q1,January,1,Sunday
ORD-20243941,2024-01-07,CUST-9246,Customer 2011,Home Office,East,PROD_HOM_004,Home & Garden Product 4,Home & Garden,Home & Garden - Type D,103.08,4,0.2,82.46,329.86,247.4,82.46,PayPal,Next Day,5.33,High,2024,Q1,January,1,Sunday
ORD-20241637,2024-01-07,CUST-3747,Customer 7042,Corporate,South,PROD_ELE_009,Electronics Product 9,Electronics,Electronics - Type I,450.83,3,0.2,270.5,1081.99,811.5,270.49,Credit Card,Next Day,10.46,High,2024,Q1,January,1,Sunday
ORD-20241523,2024-01-07,CUST-7747,Customer 6418,Consumer,North,PROD_TOY_010,Toys Product 10,Toys,Toys - Type J,66.23,4,0.05,13.25,251.67,158.96,92.71,PayPal,Next Day,11.94,Medium,2024,Q1,January,1,Sunday
ORD-20242178,2024-01-07,CUST-5299,Customer 3811,Corporate,Central,PROD_SPO_005,Sports Product 5,Sports,Sports - Type E,129.1,4,0.1,51.64,464.76,309.84,154.92,Debit Card,Standard,5.76,Low,2024,Q1,January,1,Sunday
ORD-20241964,2024-01-07,CUST-5709,Customer 6456,Home Office,East,PROD_SPO_002,Sports Product 2,Sports,Sports - Type B,225.68,1,0.05,11.28,214.4,135.41,78.99,PayPal,Standard,9.16,Low,2024,Q1,January,1,Sunday
ORD-20242192,2024-01-07,CUST-5837,Customer 3336,Corporate,South,PROD_ELE_006,Electronics Product 6,Electronics,Electronics - Type F,692.86,2,0.0,0.0,1385.72,831.44,554.28,Debit Card,Standard,15.2,High,2024,Q1,January,1,Sunday
ORD-20241091,2024-01-07,CUST-4328,Customer 5617,Home Office,West,PROD_SPO_002,Sports Product 2,Sports,Sports - Type B,225.68,1,0.1,22.57,203.11,135.41,67.7,Gift Card,Next Day,8.15,Medium,2024,Q1,January,1,Sunday
ORD-20242879,2024-01-07,CUST-2659,Customer 8826,Consumer,East,PROD_HOM_004,Home & Garden Product 4,Home & Garden,Home & Garden - Type D,103.08,3,0.2,61.85,247.39,185.55,61.84,Gift Card,Next Day,8.13,Low,2024,Q1,January,1,Sunday
ORD-20244677,2024-01-07,CUST-7881,Customer 9532,Consumer,North,PROD_TOY_006,Toys Product 6,Toys,Toys - Type F,97.23,3,0.1,29.17,262.52,175.02,87.5,PayPal,Standard,25.5,Medium,2024,Q1,January,1,Sunday
ORD-20244176,2024-01-07,CUST-8040,Customer 7426,Corporate,Central,PROD_ELE_004,Electronics Product 4,Electronics,Electronics - Type D,262.05,5,0.0,0.0,1310.25,786.15,524.1,Debit Card,Express,13.5,Medium,2024,Q1,January,1,Sunday
ORD-20244470,2024-01-08,CUST-8202,Customer 5256,Home Office,East,PROD_BOO_001,Books Product 1,Books,Books - Type A,59.32,1,0.1,5.93,53.39,35.59,17.8,Credit Card,Express,15.4,Medium,2024,Q1,January,1,Monday
ORD-20243568,2024-01-08,CUST-6457,Customer 4093,Home Office,West,PROD_CLO_002,Clothing Product 2,Clothing,Clothing - Type B,110.96,3,0.0,0.0,332.88,199.74,133.14,Debit Card,Standard,15.81,High,2024,Q1,January,1,Monday
ORD-20242480,2024-01-08,CUST-3049,Customer 1130,Home Office,West,PROD_SPO_005,Sports Product 5,Sports,Sports - Type E,129.1,5,0.15,96.82,548.67,387.3,161.38,PayPal,Next Day,26.63,High,2024,Q1,January,1,Monday
ORD-20243016,2024-01-08,CUST-4728,Customer 4635,Corporate,East,PROD_HOM_007,Home & Garden Product 7,Home & Garden,Home & Garden - Type G,73.59,2,0.2,29.44,117.74,88.3,29.44,Debit Card,Express,11.07,Medium,2024,Q1,January,1,Monday
ORD-20243962,2024-01-08,CUST-9068,Customer 5676,Home Office,East,PROD_BOO_001,Books Product 1,Books,Books - Type A,59.32,2,0.1,11.86,106.78,71.18,35.6,Gift Card,Next Day,18.09,Low,2024,Q1,January,1,Monday
ORD-20242604,2024-01-08,CUST-8196,Customer 7739,Corporate,North,PROD_BOO_005,Books Product 5,Books,Books - Type E,15.59,5,0.1,7.8,70.16,46.75,23.4,Credit Card,Next Day,23.4,Medium,2024,Q1,January,1,Monday
ORD-20241366,2024-01-08,CUST-7031,Customer 9341,Consumer,West,PROD_HOM_003,Home & Garden Product 3,Home & Garden,Home & Garden - Type C,189.92,1,0.2,37.98,151.94,113.95,37.99,PayPal,Standard,18.41,Low,2024,Q1,January,1,Monday
ORD-20242926,2024-01-08,CUST-2928,Customer 9905,Corporate,North,PROD_BOO_006,Books Product 6,Books,Books - Type F,26.3,5,0.15,19.72,111.78,78.9,32.88,Debit Card,Standard,9.45,High,2024,Q1,January,1,Monday
ORD-20243147,2024-01-08,CUST-3418,Customer 4342,Home Office,South,PROD_SPO_005,Sports Product 5,Sports,Sports - Type E,129.1,1,0.1,12.91,116.19,77.46,38.73,Debit Card,Standard,17.26,Low,2024,Q1,January,1,Monday
ORD-20244600,2024-01-09,CUST-1324,Customer 9620,Home Office,North,PROD_TOY_001,Toys Product 1,Toys,Toys - Type A,64.97,3,0.1,19.49,175.42,116.94,58.48,Credit Card,Express,25.79,High,2024,Q1,January,1,Tuesday
ORD-20243665,2024-01-09,CUST-3610,Customer 8680,Consumer,North,PROD_TOY_004,Toys Product 4,Toys,Toys - Type D,141.45,1,0.05,7.07,134.38,84.87,49.51,PayPal,Standard,12.71,Low,2024,Q1,January,1,Tuesday
ORD-20241803,2024-01-09,CUST-7062,Customer 6795,Home Office,South,PROD_TOY_007,Toys Product 7,Toys,Toys - Type G,38.1,2,0.15,11.43,64.77,45.72,19.05,Credit Card,Express,16.55,Medium,2024,Q1,January,1,Tuesday
ORD-20241877,2024-01-09,CUST-2804,Customer 3646,Home Office,South,PROD_CLO_002,Clothing Product 2,Clothing,Clothing - Type B,110.96,3,0.1,33.29,299.59,199.74,99.85,Gift Card,Express,21.86,Medium,2024,Q1,January,1,Tuesday
ORD-20241883,2024-01-09,CUST-3114,Customer 2002,Home Office,South,PROD_TOY_008,Toys Product 8,Toys,Toys - Type H,113.43,5,0.15,85.07,482.08,340.3,141.78,Credit Card,Express,24.04,Medium,2024,Q1,January,1,Tuesday
ORD-20242505,2024-01-09,CUST-9146,Customer 4322,Home Office,West,PROD_TOY_006,Toys Product 6,Toys,Toys - Type F,97.23,5,0.15,72.92,413.23,291.7,121.53,Debit Card,Standard,7.37,Low,2024,Q1,January,1,Tuesday
ORD-20244987,2024-01-09,CUST-6754,Customer 4200,Home Office,East,PROD_ELE_003,Electronics Product 3,Electronics,Electronics - Type C,311.28,2,0.1,62.26,560.3,373.54,186.76,PayPal,Next Day,14.23,Low,2024,Q1,January,1,Tuesday
ORD-20242003,2024-01-09,CUST-7876,Customer 4416,Corporate,South,PROD_CLO_007,Clothing Product 7,Clothing,Clothing - Type G,59.68,2,0.15,17.9,101.46,71.62,29.84,Credit Card,Express,20.84,Low,2024,Q1,January,1,Tuesday
ORD-20242010,2024-01-09,CUST-2846,Customer 6719,Consumer,Central,PROD_SPO_009,Sports Product 9,Sports,Sports - Type I,261.97,1,0.2,52.39,209.58,157.18,52.4,Gift Card,Standard,9.66,High,2024,Q1,January,1,Tuesday
ORD-20243883,2024-01-09,CUST-8753,Customer 3139,Corporate,North,PROD_HOM_001,Home & Garden Product 1,Home & Garden,Home & Garden - Type A,408.74,1,0.1,40.87,367.87,245.24,122.63,Gift Card,Next Day,19.09,High,2024,Q1,January,1,Tuesday
ORD-20242110,2024-01-09,CUST-4066,Customer 1484,Consumer,West,PROD_CLO_004,Clothing Product 4,Clothing,Clothing - Type D,55.79,5,0.05,13.95,265.0,167.35,97.65,Credit Card,Standard,29.92,Medium,2024,Q1,January,1,Tuesday
ORD-20241223,2024-01-09,CUST-3465,Customer 5241,Consumer,Central,PROD_CLO_005,Clothing Product 5,Clothing,Clothing - Type E,136.98,3,0.15,61.64,349.3,246.57,102.73,Debit Card,Next Day,16.44,Low,2024,Q1,January,1,Tuesday
ORD-20244887,2024-01-09,CUST-3689,Customer 1713,Home Office,South,PROD_BOO_001,Books Product 1,Books,Books - Type A,59.32,1,0.15,8.9,50.42,35.59,14.83,Credit Card,Standard,11.7,Medium,2024,Q1,January,1,Tuesday
ORD-20244264,2024-01-09,CUST-5066,Customer 9288,Consumer,Central,PROD_SPO_004,Sports Product 4,Sports,Sports - Type D,292.61,1,0.1,29.26,263.35,175.57,87.78,Credit Card,Standard,22.61,Low,2024,Q1,January,1,Tuesday
ORD-20244364,2024-01-10,CUST-6226,Customer 2968,Consumer,Central,PROD_SPO_003,Sports Product 3,Sports,Sports - Type C,172.46,4,0.1,68.98,620.86,413.92,206.94,Gift Card,Standard,20.37,Low,2024,Q1,January,1,Wednesday
ORD-20243038,2024-01-10,CUST-4281,Customer 8151,Consumer,East,PROD_BOO_008,Books Product 8,Books,Books - Type H,29.46,2,0.2,11.78,47.14,35.36,11.78,Credit Card,Next Day,11.26,High,2024,Q1,January,1,Wednesday
ORD-20243961,2024-01-11,CUST-1852,Customer 6591,Home Office,West,PROD_SPO_009,Sports Product 9,Sports,Sports - Type I,261.97,2,0.0,0.0,523.94,314.36,209.58,PayPal,Express,24.9,Medium,2024,Q1,January,1,Thursday
ORD-20240421,2024-01-11,CUST-4190,Customer 1550,Home Office,Central,PROD_CLO_003,Clothing Product 3,Clothing,Clothing - Type C,24.78,5,0.1,12.39,111.51,74.35,37.16,PayPal,Next Day,9.24,High,2024,Q1,January,1,Thursday
ORD-20241121,2024-01-11,CUST-3463,Customer 8708,Consumer,North,PROD_HOM_001,Home & Garden Product 1,Home & Garden,Home & Garden - Type A,408.74,4,0.05,81.75,1553.21,980.96,572.25,Debit Card,Next Day,9.69,Low,2024,Q1,January,1,Thursday
ORD-20243302,2024-01-12,CUST-2781,Customer 7577,Home Office,Central,PROD_SPO_009,Sports Product 9,Sports,Sports - Type I,261.97,2,0.05,26.2,497.74,314.36,183.38,Gift Card,Express,13.48,High,2024,Q1,January,1,Friday
ORD-20244432,2024-01-12,CUST-7328,Customer 2311,Home Office,Central,PROD_BOO_002,Books Product 2,Books,Books - Type B,13.21,1,0.0,0.0,13.21,7.93,5.28,PayPal,Standard,7.26,High,2024,Q1,January,1,Friday
ORD-20244959,2024-01-12,CUST-2012,Customer 1719,Corporate,Central,PROD_SPO_002,Sports Product 2,Sports,Sports - Type B,225.68,2,0.2,90.27,361.09,270.82,90.27,Gift Card,Standard,5.78,Low,2024,Q1,January,1,Friday
ORD-20244872,2024-01-12,CUST-2260,Customer 3252,Consumer,Central,PROD_CLO_001,Clothing Product 1,Clothing,Clothing - Type A,59.35,2,0.1,11.87,106.83,71.22,35.61,Debit Card,Express,29.82,Low,2024,Q1,January,1,Friday
ORD-20241521,2024-01-12,CUST-2970,Customer 5594,Home Office,Central,PROD_TOY_009,Toys Product 9,Toys,Toys - Type I,37.06,5,0.15,27.8,157.5,111.2,46.31,Gift Card,Standard,7.34,High,2024,Q1,January,1,Friday
ORD-20240481,2024-01-12,CUST-5993,Customer 9591,Consumer,East,PROD_BOO_001,Books Product 1,Books,Books - Type A,59.32,4,0.0,0.0,237.28,142.36,94.92,PayPal,Express,17.56,High,2024,Q1,January,1,Friday
ORD-20240004,2024-01-12,CUST-5371,Customer 6573,Consumer,East,PROD_BOO_004,Books Product 4,Books,Books - Type D,30.26,1,0.2,6.05,24.21,18.16,6.05,Gift Card,Standard,16.34,Low,2024,Q1,January,1,Friday
ORD-20241405,2024-01-12,CUST-1199,Customer 2847,Home Office,East,PROD_HOM_004,Home & Garden Product 4,Home & Garden,Home & Garden - Type D,103.08,1,0.2,20.62,82.46,61.85,20.61,Credit Card,Express,27.01,High,2024,Q1,January,1,Friday
ORD-20240986,2024-01-12,CUST-8624,Customer 6268,Consumer,Central,PROD_BOO_006,Books Product 6,Books,Books - Type F,26.3,3,0.05,3.94,74.96,47.34,27.62,Credit Card,Express,12.09,High,2024,Q1,January,1,Friday
ORD-20240864,2024-01-12,CUST-2999,Customer 9015,Home Office,Central,PROD_ELE_008,Electronics Product 8,Electronics,Electronics - Type H,132.59,1,0.0,0.0,132.59,79.55,53.04,PayPal,Standard,19.67,Low,2024,Q1,January,1,Friday
ORD-20244318,2024-01-12,CUST-7707,Customer 6527,Home Office,North,PROD_CLO_006,Clothing Product 6,Clothing,Clothing - Type F,118.09,2,0.2,47.24,188.94,141.7,47.24,Credit Card,Next Day,24.79,Low,2024,Q1,January,1,Friday
ORD-20243109,2024-01-12,CUST-4821,Customer 4221,Home Office,North,PROD_CLO_008,Clothing Product 8,Clothing,Clothing - Type H,126.07,2,0.05,12.61,239.53,151.28,88.25,PayPal,Next Day,12.02,Medium,2024,Q1,January,1,Friday
ORD-20244422,2024-01-13,CUST-8080,Customer 6920,Home Office,Central,PROD_BOO_004,Books Product 4,Books,Books - Type D,30.26,1,0.2,6.05,24.21,18.16,6.05,Debit Card,Express,23.9,Low,2024,Q1,January,1,Saturday
ORD-20244267,2024-01-13,CUST-7682,Customer 5200,Home Office,East,PROD_SPO_005,Sports Product 5,Sports,Sports - Type E,129.1,2,0.1,25.82,232.38,154.92,77.46,PayPal,Next Day,19.14,Low,2024,Q1,January,1,Saturday
ORD-20241790,2024-01-13,CUST-1049,Customer 5545,Corporate,South,PROD_CLO_004,Clothing Product 4,Clothing,Clothing - Type D,55.79,5,0.0,0.0,278.95,167.35,111.6,Credit Card,Standard,15.71,Low,2024,Q1,January,1,Saturday
ORD-20241067,2024-01-13,CUST-6259,Customer 5333,Consumer,West,PROD_ELE_008,Electronics Product 8,Electronics,Electronics - Type H,132.59,3,0.2,79.55,318.22,238.65,79.57,Gift Card,Standard,16.0,Medium,2024,Q1,January,1,Saturday
ORD-20241173,2024-01-13,CUST-6674,Customer 8280,Consumer,West,PROD_HOM_002,Home & Garden Product 2,Home & Garden,Home & Garden - Type B,358.13,3,0.1,107.44,966.95,644.64,322.31,Gift Card,Standard,18.31,High,2024,Q1,January,1,Saturday
ORD-20244166,2024-01-14,CUST-8245,Customer 8356,Corporate,West,PROD_BOO_009,Books Product 9,Books,Books - Type I,54.5,1,0.1,5.45,49.05,32.7,16.35,Gift Card,Standard,7.92,Low,2024,Q1,January,1,Sunday
ORD-20244428,2024-01-14,CUST-2658,Customer 8926,Consumer,Central,PROD_BOO_004,Books Product 4,Books,Books - Type D,30.26,4,0.05,6.05,114.99,72.64,42.35,Credit Card,Standard,6.69,High,2024,Q1,January,1,Sunday
ORD-20242499,2024-01-14,CUST-1617,Customer 1858,Home Office,Central,PROD_ELE_006,Electronics Product 6,Electronics,Electronics - Type F,692.86,1,0.0,0.0,692.86,415.72,277.14,PayPal,Standard,18.83,Low,2024,Q1,January,1,Sunday
ORD-20241835,2024-01-14,CUST-4925,Customer 7028,Home Office,Central,PROD_HOM_010,Home & Garden Product 10,Home & Garden,Home & Garden - Type J,313.75,3,0.05,47.06,894.19,564.75,329.44,Credit Card,Express,9.54,High,2024,Q1,January,1,Sunday
ORD-20243487,2024-01-15,CUST-3271,Customer 1110,Corporate,East,PROD_HOM_010,Home & Garden Product 10,Home & Garden,Home & Garden - Type J,313.75,1,0.05,15.69,298.06,188.25,109.81,Debit Card,Express,15.5,Medium,2024,Q1,January,1,Monday
ORD-20244346,2024-01-15,CUST-5110,Customer 9695,Home Office,North,PROD_SPO_001,Sports Product 1,Sports,Sports - Type A,246.96,2,0.15,74.09,419.83,296.36,123.47,Credit Card,Express,22.37,High,2024,Q1,January,1,Monday
ORD-20240092,2024-01-15,CUST-8451,Customer 7038,Home Office,East,PROD_CLO_007,Clothing Product 7,Clothing,Clothing - Type G,59.68,5,0.0,0.0,298.4,179.05,119.35,Gift Card,Next Day,28.51,High,2024,Q1,January,1,Monday
ORD-20241195,2024-01-15,CUST-4683,Customer 6067,Consumer,South,PROD_BOO_003,Books Product 3,Books,Books - Type C,25.95,1,0.1,2.6,23.36,15.57,7.78,PayPal,Express,20.22,Low,2024,Q1,January,1,Monday
ORD-20240014,2024-01-16,CUST-7658,Customer 8956,Corporate,South,PROD_ELE_006,Electronics Product 6,Electronics,Electronics - Type F,692.86,2,0.05,69.29,1316.43,831.44,484.99,Gift Card,Standard,9.12,High,2024,Q1,January,1,Tuesday
ORD-20243683,2024-01-16,CUST-5665,Customer 2424,Consumer,West,PROD_TOY_010,Toys Product 10,Toys,Toys - Type J,66.23,1,0.2,13.25,52.98,39.74,13.24,Credit Card,Express,14.57,Low,2024,Q1,January,1,Tuesday
